Text	Label
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go somewhere on Friday? Ok. Where should we meet? I don't know. How about a coffee shop? Ok. What time? How about 5 pm? Sorry, I can't. You free 1 am? Ok. See you then!""]"	[[27, 28], [29, 30], [70, 71], [47, 49]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a game on Friday? Great. Where should we meet? I don't know. How about Daan Park? Sounds good. What time? 2 am? Sorry, I can't. 10 pm? OK! See you then!""]"	[[27, 29], [30, 31], [68, 69], [48, 50]]
"[""Yo, what's up? Nothing much. Would you want to go bowling today? OK! Where should we meet? I don't know. How about a coffee shop? Great. When? How about 1 pm? Sorry, I can't. Let's do 10 pm? Sure. See you then!""]"	[[15, 16], [17, 17], [58, 59], [34, 36]]
"[""Hey. Would you want to catch up today? Sounds good. Where do you want to go? I don't know. How about the train station? Sure. What time? How about 8 am? Sorry, I can't. Let's do 5 am? Sure. See you then!""]"	[[7, 8], [9, 9], [54, 55], [29, 31]]
"[""Heyo! Let's go somewhere on Monday? Sure. Where should we go? I don't know. How about the theme park? Sounds good. When should we meet? 5 pm? Sorry, I can't. You free 7 am? Sounds good. See you then!""]"	[[7, 8], [9, 10], [51, 52], [27, 29]]
"[""Sup! Sup. Do you want to grab lunch on Monday? Ok. Where do you want to go? I don't know. How about my place? OK! When should we meet? 10 pm? Sorry, I can't. Let's do 4 am? OK! See you then!""]"	[[11, 12], [13, 14], [57, 58], [33, 34]]
"[""Hey. Do you want to ice skating today? Great. Where? I don't know. How about a club? OK! What time? 4 am? Sorry, I can't. Let's do 8 pm? Sounds good. See you then!""]"	[[7, 8], [9, 9], [45, 46], [23, 24]]
"[""Hey. Would you want to grab coffee tomorrow? Sure. Where should we go? I don't know. How about the theme park? Sure! When should we meet? Let's do 6 am? Sorry, I can't. midnight, noon? OK! See you then!""]"	[[7, 8], [9, 9], [51, 53], [26, 28]]
"[""Sup! Sup. Do you want to go to a party on Thursday? OK! Where should we go? I don't know. How about the Italian restaurant? Sure! When should we meet? How about 3 am? Sorry, I can't. 11 pm? Sure! See you then!""]"	[[11, 14], [15, 16], [56, 57], [33, 35]]
"[""Yo, what's up? Nothing much. Would you want to ice skating on Friday? Sounds good. Where? I don't know. How about your place? OK! What time? Let's do 2 am? Sorry, I can't. 4 am? Sure! See you then!""]"	[[15, 16], [17, 18], [55, 56], [33, 34]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab lunch on Tuesday? Sounds good. Where? I don't know. How about my place? Ok. When? 9 am? Sorry, I can't. You free 10 am? Sure. See you then!""]"	[[26, 27], [28, 29], [63, 64], [44, 45]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's do something today? Sure. Where should we meet? I don't know. How about the mall? OK! When should we meet? How about 6 am? Sorry, I can't. How about 9 am? OK! See you then!""]"	[[26, 27], [28, 28], [69, 70], [45, 46]]
"[""Heyo! Let's see a concert tomorrow? Great. Where do you want to go? I don't know. How about the Italian restaurant? Sure! What time? Let's do 4 pm? Sorry, I can't. You free 11 pm? Sure. See you then!""]"	[[7, 9], [10, 10], [54, 55], [29, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie on Sunday? Ok. Where should we meet? I don't know. How about your place? Sure! When? How about 3 pm? Sorry, I can't. How about 7 am? Sounds good. See you then!""]"	[[27, 29], [30, 31], [69, 70], [48, 49]]
"[""Yo, what's up? Nothing much. Let's watch a movie on Saturday? Sure. Where should we go? I don't know. How about your place? Sounds good. When? You free 8 pm? Sorry, I can't. 10 am? OK! See you then!""]"	[[14, 16], [17, 18], [55, 56], [35, 36]]
"[""Heyo! Let's see a game on Friday? OK! Where do you want to go? I don't know. How about the Japanese place? Ok. When? You free 4 am? Sorry, I can't. 11 am? Sure. See you then!""]"	[[7, 9], [10, 11], [50, 51], [30, 32]]
"[""Hey. Do you want to see a concert today? Great. Where? I don't know. How about the theme park? OK! What time? Let's do 6 pm? Sorry, I can't. How about 7 pm? Sounds good. See you then!""]"	[[7, 9], [10, 10], [49, 50], [24, 26]]
"[""Heyo! Would you want to see a concert today? OK! Where should we meet? I don't know. How about the train station? Sure! When? How about 11 am? Sorry, I can't. You free 11 pm? Ok. See you then!""]"	[[8, 10], [11, 11], [50, 51], [28, 30]]
"[""Sup! Sup. Would you want to bake tomorrow? Sure! Where do you want to go? I don't know. How about my place? Sounds good. When? 4 pm? Sorry, I can't. How about 6 pm? Sounds good. See you then!""]"	[[11, 12], [13, 13], [52, 53], [32, 33]]
"[""Hey. Do you want to grab lunch on Monday? Sounds good. Where do you want to go? I don't know. How about a club? OK! When should we meet? How about 12 pm? Sorry, I can't. How about 5 pm? Sure! See you then!""]"	[[7, 8], [9, 10], [54, 55], [30, 31]]
"[""Hey. Do you want to go somewhere on Sunday? Sounds good. Where should we meet? I don't know. How about my place? Sure. What time? Let's do 8 am? Sorry, I can't. 2 am? OK! See you then!""]"	[[7, 8], [9, 10], [50, 51], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a game on Monday? Great. Where do you want to go? I don't know. How about the train station? Great. What time? How about 9 am? Sorry, I can't. How about 6 am? OK! See you then!""]"	[[27, 29], [30, 31], [73, 74], [50, 52]]
"[""Sup! Sup. Do you want to do something on Monday? Ok. Where do you want to go? I don't know. How about the Italian restaurant? Great. What time? How about 3 am? Sorry, I can't. Let's do 9 pm? OK! See you then!""]"	[[11, 12], [13, 14], [58, 59], [33, 35]]
"[""Hey. Do you want to grab lunch on Thursday? Sure. Where should we meet? I don't know. How about Daan Park? Great. When should we meet? How about midnight, noon? Sorry, I can't. Let's do 11 am? Sure! See you then!""]"	[[7, 8], [9, 10], [55, 56], [27, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to catch up on Friday? Sure! Where should we go? I don't know. How about a coffee shop? Sure! When should we meet? Let's do midnight, noon? Sorry, I can't. Let's do 5 pm? Sure! See you then!""]"	[[27, 28], [29, 30], [77, 78], [47, 49]]
"[""Yo, what's up? Nothing much. Would you want to go bowling on Saturday? Sure! Where do you want to go? I don't know. How about your place? OK! When? You free 8 pm? Sorry, I can't. You free 4 am? Ok. See you then!""]"	[[15, 16], [17, 18], [58, 59], [37, 38]]
"[""Hey. Do you want to go rafting tomorrow? Ok. Where do you want to go? I don't know. How about a bar? Sounds good. When? Let's do 6 pm? Sorry, I can't. 8 am? Sounds good. See you then!""]"	[[7, 10], [11, 11], [52, 53], [30, 31]]
"[""Heyo! Do you want to ice skating tomorrow? Sure. Where? I don't know. How about the mall? Sure! What time? How about 4 am? Sorry, I can't. Let's do 7 pm? Sounds good. See you then!""]"	[[8, 9], [10, 10], [48, 49], [24, 25]]
"[""Yo, what's up? Nothing much. Would you want to catch up on Tuesday? Sure. Where should we go? I don't know. How about a bar? Sure! What time? Let's do 8 pm? Sorry, I can't. How about 8 am? Sure. See you then!""]"	[[15, 16], [17, 18], [59, 60], [35, 36]]
"[""Sup! Sup. Would you want to see a movie on Saturday? Sounds good. Where should we go? I don't know. How about your place? Great. When should we meet? You free 3 pm? Sorry, I can't. You free 9 am? Sounds good. See you then!""]"	[[11, 13], [14, 15], [57, 58], [33, 34]]
"[""Hey. Do you want to go swimming on Thursday? OK! Where do you want to go? I don't know. How about the train station? Sure. When? midnight, noon? Sorry, I can't. 9 am? Sure! See you then!""]"	[[7, 8], [9, 10], [48, 49], [29, 31]]
"[""Yo, what's up? Nothing much. Do you want to go to a party tomorrow? OK! Where should we go? I don't know. How about Daan Park? Ok. When should we meet? How about 9 pm? Sorry, I can't. 12 pm? Sure! See you then!""]"	[[15, 18], [19, 19], [59, 60], [36, 38]]
"[""Heyo! Would you want to go rafting tomorrow? Sure! Where should we meet? I don't know. How about my place? Great. When should we meet? Let's do 5 pm? Sorry, I can't. How about 6 am? Ok. See you then!""]"	[[8, 11], [12, 12], [55, 56], [29, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to do something on Thursday? Sure. Where do you want to go? I don't know. How about Daan Park? Sounds good. When? You free 4 pm? Sorry, I can't. Let's do 1 pm? Sounds good. See you then!""]"	[[27, 28], [29, 30], [74, 75], [49, 51]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go bowling on Monday? Great. Where should we meet? I don't know. How about a bar? Sure. What time? How about 8 pm? Sorry, I can't. 6 pm? Sounds good. See you then!""]"	[[27, 28], [29, 30], [67, 68], [47, 48]]
"[""Heyo! Let's go bowling on Saturday? OK! Where should we go? I don't know. How about a bar? Sure! When? Let's do 3 am? Sorry, I can't. How about 6 am? Great. See you then!""]"	[[7, 8], [9, 10], [50, 51], [27, 28]]
"[""Heyo! Let's go bowling tomorrow? Sounds good. Where do you want to go? I don't know. How about a bar? Sounds good. When should we meet? You free 9 am? Sorry, I can't. 10 am? Sounds good. See you then!""]"	[[7, 8], [9, 9], [52, 53], [29, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's hang out on Saturday? OK! Where do you want to go? I don't know. How about a bar? Great. When? You free 11 am? Sorry, I can't. 10 am? Ok. See you then!""]"	[[26, 27], [28, 29], [67, 68], [48, 49]]
"[""Yo, what's up? Nothing much. Let's grab coffee on Sunday? OK! Where should we meet? I don't know. How about my place? Sounds good. What time? Let's do 3 am? Sorry, I can't. 10 pm? Great. See you then!""]"	[[14, 15], [16, 17], [57, 58], [34, 35]]
"[""Yo, what's up? Nothing much. Let's grab coffee on Saturday? Sounds good. Where should we go? I don't know. How about Daan Park? Sure! When should we meet? You free 11 pm? Sorry, I can't. You free 2 am? Sure. See you then!""]"	[[14, 15], [16, 17], [60, 61], [35, 37]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a play tomorrow? Great. Where should we go? I don't know. How about a bar? Ok. What time? How about 11 am? Sorry, I can't. 9 pm? OK! See you then!""]"	[[26, 28], [29, 29], [66, 67], [46, 47]]
"[""Sup! Sup. Would you want to go to a party on Wednesday? Sure. Where do you want to go? I don't know. How about a bar? Great. When should we meet? 1 am? Sorry, I can't. How about 5 pm? Ok. See you then!""]"	[[11, 14], [15, 16], [57, 58], [35, 36]]
"[""Hey. Do you want to go swimming on Thursday? Great. Where? I don't know. How about the train station? Great. When? How about 9 pm? Sorry, I can't. Let's do 6 am? OK! See you then!""]"	[[7, 8], [9, 10], [48, 49], [24, 26]]
"[""Heyo! Would you want to see a play on Tuesday? Great. Where should we meet? I don't know. How about the Japanese place? Sure! When should we meet? Let's do 10 pm? Sorry, I can't. Let's do 2 pm? Sure! See you then!""]"	[[8, 10], [11, 12], [58, 59], [29, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to do something today? Sounds good. Where should we go? I don't know. How about a coffee shop? Great. What time? 2 am? Sorry, I can't. 6 pm? Sure. See you then!""]"	[[27, 28], [29, 29], [66, 67], [47, 49]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go to a party on Thursday? Sounds good. Where do you want to go? I don't know. How about a bar? Ok. What time? You free 10 pm? Sorry, I can't. Let's do 1 pm? OK! See you then!""]"	[[27, 30], [31, 32], [76, 77], [52, 53]]
"[""Yo, what's up? Nothing much. Would you want to go swimming on Tuesday? Sounds good. Where should we go? I don't know. How about the Japanese place? Sure. What time? 3 pm? Sorry, I can't. Let's do 10 am? Sure. See you then!""]"	[[15, 16], [17, 18], [59, 60], [36, 38]]
"[""Yo, what's up? Nothing much. Do you want to grab coffee on Sunday? Sounds good. Where should we go? I don't know. How about Daan Park? Sure! When? How about 6 pm? Sorry, I can't. Let's do 10 am? Sure. See you then!""]"	[[15, 16], [17, 18], [60, 61], [36, 38]]
"[""Heyo! Would you want to ice skating on Monday? Sounds good. Where should we go? I don't know. How about the train station? Sure! What time? How about 7 pm? Sorry, I can't. You free 11 pm? Great. See you then!""]"	[[8, 9], [10, 11], [52, 53], [29, 31]]
"[""Sup! Sup. Would you want to go rafting today? Great. Where do you want to go? I don't know. How about the train station? Sure! When? 5 am? Sorry, I can't. Let's do 5 pm? OK! See you then!""]"	[[11, 14], [15, 15], [56, 57], [34, 36]]
"[""Yo, what's up? Nothing much. Would you want to go swimming on Saturday? Ok. Where? I don't know. How about the Japanese place? Sure! What time? 11 am? Sorry, I can't. How about 1 am? Sure. See you then!""]"	[[15, 16], [17, 18], [53, 54], [32, 34]]
"[""Sup! Sup. Do you want to go to a party on Tuesday? Ok. Where should we meet? I don't know. How about the train station? Sure. What time? Let's do 2 pm? Sorry, I can't. How about midnight, noon? Ok. See you then!""]"	[[11, 14], [15, 16], [58, 60], [33, 35]]
"[""Heyo! Would you want to bake on Thursday? Sure! Where? I don't know. How about the train station? OK! When should we meet? You free 7 am? Sorry, I can't. You free 1 pm? Sure! See you then!""]"	[[8, 9], [10, 11], [50, 51], [25, 27]]
"[""Sup! Sup. Would you want to ice skating on Sunday? Great. Where do you want to go? I don't know. How about the train station? Ok. When should we meet? 12 pm? Sorry, I can't. Let's do 11 am? Ok. See you then!""]"	[[11, 12], [13, 14], [58, 59], [33, 35]]
"[""Hey. Do you want to go somewhere on Thursday? Great. Where should we go? I don't know. How about a coffee shop? Great. When should we meet? 2 am? Sorry, I can't. How about 4 pm? Sure! See you then!""]"	[[7, 8], [9, 10], [50, 51], [27, 29]]
"[""Heyo! Let's hang out on Sunday? Sure! Where? I don't know. How about the theme park? Great. When? 11 am? Sorry, I can't. Let's do 8 am? OK! See you then!""]"	[[7, 8], [9, 10], [46, 47], [24, 26]]
"[""Hey. Do you want to bake on Saturday? OK! Where do you want to go? I don't know. How about Daan Park? Great. When? Let's do 10 pm? Sorry, I can't. You free 2 pm? Great. See you then!""]"	[[7, 8], [9, 10], [53, 54], [29, 31]]
"[""Sup! Sup. Would you want to go bowling today? Sounds good. Where should we go? I don't know. How about your place? Sure! When? How about 7 pm? Sorry, I can't. 9 pm? Great. See you then!""]"	[[11, 12], [13, 13], [50, 51], [31, 32]]
"[""Heyo! Do you want to ice skating on Friday? Great. Where should we go? I don't know. How about the Japanese place? Great. When? Let's do 2 am? Sorry, I can't. How about 5 am? Sure. See you then!""]"	[[8, 9], [10, 11], [52, 53], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie on Monday? Sounds good. Where do you want to go? I don't know. How about a bar? Sure! When should we meet? You free 10 pm? Sorry, I can't. 10 am? OK! See you then!""]"	[[27, 29], [30, 31], [73, 74], [51, 52]]
"[""Hey. Would you want to go somewhere tomorrow? Great. Where should we go? I don't know. How about the Italian restaurant? Great. What time? Let's do 4 am? Sorry, I can't. How about 11 am? Great. See you then!""]"	[[7, 8], [9, 9], [51, 52], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Sunday? Sure! Where should we go? I don't know. How about a coffee shop? Sure. What time? Let's do 4 pm? Sorry, I can't. 10 pm? Great. See you then!""]"	[[27, 30], [31, 32], [72, 73], [49, 51]]
"[""Sup! Sup. Would you want to see a concert on Friday? Ok. Where should we meet? I don't know. How about the train station? Ok. What time? How about 4 am? Sorry, I can't. Let's do 9 am? Great. See you then!""]"	[[11, 13], [14, 15], [57, 58], [32, 34]]
