Text	Label
Hey! Would you want to see a movie on Sunday? OK! When? You free 10 am? Sure. Where? How about your place? OK! Sorry, I have an appointment 10 am. 5 pm? Great. See you on Sunday!	[[7, 9], [11, 11], [42, 43], [28, 29]]
Yo, what's up? Nothing much. Would you want to hang out today? OK! Where do you want to go? I don't know. How about Daan Park? Or the Japanese place? Great. Let's do the Japanese place. What time? How about 3 am? Sorry, I can't. How about 7 am? Sounds good. See you then!	[[15, 16], [17, 17], [72, 73], [41, 43]]
Hey. Would you want to go rafting on Tuesday? I can't. How about on Sunday? Great. What time should we meet? 8 pm? Sounds good. See you on Sunday!	[[7, 10], [22, 22], [32, 33], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go somewhere today? OK! When? Let's do 12 pm? Sounds good. Where? How about the Italian restaurant? Ok. Actually, I have an appointment 12 pm. Are you free at 3 am? Sure. See you then!	[[26, 27], [28, 28], [67, 68], [48, 50]]
Hey! Let's go swimming on Thursday? Great. When should we meet? You free 4 am? OK! Where do you want to go? How about the train station? Ok. See you then!	[[6, 7], [9, 9], [20, 21], [34, 36]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Saturday? Sorry, I have plans already. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's catch up on Sunday? Sure. When? midnight? Sure. Where should we go? How about a coffee shop? Sure. See you there!	[[26, 27], [29, 29], [35, 35], [46, 48]]
Sup! Sup. Do you want to go to a party on Thursday? Sure! When? How about 6 pm? Sorry, I can't. Are you free at 2 pm? Ok. Where should we go? I don't know. How about your place or school? Ok. Let's do school. Sure. See you there!	[[11, 14], [16, 16], [38, 39], [59, 59]]
Hey. You free on Monday? Yes. Do you want to see a concert? Sure. Where? How about the theme park? OK! See you on Monday!	[[14, 16], [6, 6], [0, 0], [24, 26]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free today? Sorry, I have plans already. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Are you free today? Sorry, I have plans already. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Let's go to a party on Friday? Sounds good. Where should we go? How about your place? Great. What time? How about 4 pm? OK! See you then!	[[14, 17], [19, 19], [41, 42], [31, 32]]
Hey. Are you free on Monday? Yes. Would you want to see a play? Ok. Where do you want to go? How about a coffee shop? Sure. See you then!	[[15, 17], [7, 7], [0, 0], [30, 32]]
Yo, what's up? Nothing much. Let's do something on Wednesday? Sorry I'm busy on Wednesday. How about on Monday? Ok. What time should we meet? 8 am? OK! See you then!	[[14, 15], [30, 30], [40, 41], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Saturday? Sorry, I'm busy... How about today? I'm busy on today too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Would you want to see a game on Wednesday? Great. When? You free 9 pm? Sure. Where do you want to go? How about a bar? OK! See you there!	[[11, 13], [15, 15], [23, 24], [37, 38]]
Sup! Sup. Let's see a movie on Thursday? OK! What time should we meet? 7 pm? Great. Where should we meet? How about Daan Park? Sure! Actually, I'm busy 7 pm. Are you free at 4 am? Sure. See you on Thursday!	[[10, 12], [14, 14], [55, 56], [36, 38]]
Yo, what's up? Nothing much. Are you free on Sunday? Sorry, I have plans already. How about on Monday? I'm busy on on Monday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's watch a movie tomorrow? Sure! Where should we go? How about the mall? OK! What time should we meet? 6 am? Great. See you there!	[[10, 12], [13, 13], [35, 36], [24, 25]]
Sup! Sup. Would you want to watch a movie on Tuesday? Ok. When? You free 6 pm? Sure! Where should we meet? How about my place? Sure. Sorry, I'm busy 6 pm. You free 3 pm? Sure! See you then!	[[11, 13], [15, 15], [51, 52], [35, 36]]
Yo, what's up? Nothing much. Would you want to see a movie on Tuesday? Sounds good. Where should we go? How about the Japanese place? Sure. What time should we meet? Let's do 11 am? Sorry, I can't. How about 6 am? Great. See you there!	[[15, 17], [19, 19], [59, 60], [31, 33]]
Hey. Do you want to do something tomorrow? Sure! What time? You free 9 am? OK! Where should we meet? How about my place? OK! I forgot, I have an appointment 9 am. How about 6 am? Ok. See you then!	[[7, 8], [9, 9], [47, 48], [30, 31]]
Hey! Do you want to do something today? Great. When should we meet? Are you free at 4 am? Sounds good. Where should we go? How about my place? OK! See you then!	[[7, 8], [9, 9], [22, 23], [35, 36]]
Hey! Would you want to catch up today? Sure! Where should we meet? How about Daan Park? Sure. What time? Let's do 8 am? Sorry, I can't. You free noon? Great. See you then!	[[7, 8], [9, 9], [45, 45], [20, 22]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Wednesday? Sounds good. Where should we meet? How about your place? Ok. When? How about 3 am? Sounds good. See you there!	[[27, 30], [32, 32], [53, 54], [44, 45]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free tomorrow? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Would you want to see a game on Sunday? Ok. When should we meet? 1 pm? Sure. Where should we meet? How about my place? OK! I forgot, I'm busy 1 pm. How about 1 am? Sounds good. See you on Sunday!	[[15, 17], [19, 19], [57, 58], [40, 41]]
Yo, what's up? Nothing much. Do you want to see a movie on Friday? Sorry I'm busy. How about on Sunday? Sure. When should we meet? 11 pm? Sure! See you there!	[[15, 17], [30, 30], [39, 40], [0, 0]]
Hey. Are you free on Friday? Sorry, I have plans already. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Would you want to see a movie on Sunday? Ok. Where? I don't know. How about the Japanese place? Or the theme park? Sure. Let's do the theme park. What time should we meet? You free 4 pm? Sorry, I can't. How about 3 pm? Great. See you n!	[[11, 13], [15, 15], [68, 69], [34, 36]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Tuesday? Yes. Do you want to go somewhere? OK! Where? How about school? Sure! See you on Tuesday!	[[35, 36], [27, 27], [0, 0], [44, 44]]
Yo, what's up? Nothing much. Let's go to a party on Friday? Sounds good. Where? How about Xinyi? Sure. What time should we meet? Are you free at noon? Sorry, I have an appointment. Let's do 10 pm? Sure. See you on Friday!	[[14, 17], [19, 19], [57, 58], [28, 30]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a game on Monday? Sure. Where should we meet? How about my place? OK! When? Are you free at 2 pm? Sure. See you then!	[[27, 29], [31, 31], [53, 54], [42, 43]]
Hey. Are you free tomorrow? Sorry, I'm busy... How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Are you free on Thursday? Sorry, I'm busy... How about on Monday? I'm busy on on Monday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Would you want to see a concert on Thursday? Sounds good. Where should we go? How about Daan Park? OK! When should we meet? How about midnight? Sorry, I have an appointment. How about 5 pm? Great. See you there!	[[7, 9], [11, 11], [47, 48], [23, 25]]
Hey! Would you want to go swimming on Sunday? Sure. Where? How about the train station? Sounds good. When? How about 4 pm? Sure! See you there!	[[7, 8], [10, 10], [29, 30], [18, 20]]
Hey. Do you want to grab coffee on Monday? Sure. What time? 1 pm? Sorry, I have an appointment. Are you free at 5 am? Sure! Where do you want to go? I don't know. How about a bar or your place? Sure! I prefer a bar. Sure! See you then!	[[7, 8], [10, 10], [31, 32], [51, 52]]
Yo, what's up? Nothing much. You free tomorrow? Yes. Would you want to go somewhere? Sure! Where do you want to go? How about your place? OK! See you then!	[[21, 22], [13, 13], [0, 0], [35, 36]]
Sup! Sup. Do you want to bake on Sunday? Ok. What time? You free midnight? Ok. Where do you want to go? How about a coffee shop? Ok. I forgot, I'm busy midnight. 6 pm? Ok. See you there!	[[11, 12], [14, 14], [51, 52], [36, 38]]
Sup! Sup. Are you free on Thursday? Sorry, I'll be out of town. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Would you want to see a movie on Saturday? Great. When? How about 2 pm? Great. Where should we meet? How about the Japanese place? Sure! See you on Saturday!	[[15, 17], [19, 19], [27, 28], [39, 41]]
Hey. Would you want to watch a movie today? Great. When should we meet? 11 pm? Sure! Where should we meet? How about the Japanese place? Great. Sorry, I can't 11 pm. Are you free at 5 pm? OK! See you there!	[[7, 9], [10, 10], [50, 51], [31, 33]]
Yo, what's up? Nothing much. Do you want to hang out tomorrow? OK! Where? I don't know. How about your place? Or my place? OK! Let's do my place. When? Let's do midnight? Sorry, I have an appointment. How about 3 am? Great. See you then!	[[15, 16], [17, 17], [64, 65], [35, 36]]
Yo, what's up? Nothing much. Do you want to hang out tomorrow? Ok. Where should we meet? How about the theme park? Great. When? You free midnight? OK! See you then!	[[15, 16], [17, 17], [38, 38], [28, 30]]
Sup! Sup. Let's go to a party tomorrow? OK! What time should we meet? 1 am? Ok. Where do you want to go? How about the train station? Ok. See you then!	[[10, 13], [14, 14], [24, 25], [38, 40]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a concert today? Sure. When should we meet? 5 am? Sorry, I'm busy. How about 2 pm? Sure. Where do you want to go? I don't know. How about the zoo or the train station? Sure. Let's do the train station. Ok. See you there!	[[27, 29], [30, 30], [51, 52], [74, 76]]
Yo, what's up? Nothing much. Are you free on Monday? Yes. Do you want to go ice skating? Sounds good. Where? How about a club? Sure! See you then!	[[23, 25], [15, 15], [0, 0], [34, 35]]
Yo, what's up? Nothing much. Let's bake on Tuesday? I can't on Tuesday. How about on Monday? Sounds good. When should we meet? 8 am? OK! See you on Monday!	[[14, 15], [29, 29], [39, 40], [0, 0]]
Hey. Would you want to go swimming today? OK! Where should we go? How about the Italian restaurant? Sure! What time? How about 5 pm? Sounds good. See you today!	[[7, 8], [9, 9], [31, 32], [20, 22]]
Yo, what's up? Nothing much. Would you want to watch a movie on Sunday? Sorry I'm busy on Sunday. How about on Friday? Sure! When? midnight? OK! See you then!	[[15, 17], [32, 32], [38, 38], [0, 0]]
Hey. You free today? Yes. Do you want to go rafting? Sure! Where do you want to go? How about your place? Ok. See you there!	[[13, 16], [5, 5], [0, 0], [29, 30]]
Hey! Let's grab lunch on Saturday? Sounds good. Where should we meet? How about the Italian restaurant? Great. What time? Let's do 4 pm? Sorry, I can't. You free 10 am? Ok. See you on Saturday!	[[6, 7], [9, 9], [46, 47], [21, 23]]
Hey! Let's grab coffee on Thursday? OK! Where should we meet? I don't know. How about the mall? Or the train station? Sounds good. Let's do the train station. What time should we meet? Are you free at 6 pm? Sorry, I have an appointment. 10 pm? Great. See you there!	[[6, 7], [9, 9], [65, 66], [30, 32]]
Sup! Sup. You free today? Yes. Do you want to go rafting? Ok. Where do you want to go? How about my place? Sounds good. See you today!	[[17, 20], [9, 9], [0, 0], [33, 34]]
Sup! Sup. Are you free on Friday? Sorry, I have plans already. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie on Wednesday? Sounds good. Where should we meet? I don't know. How about a bar? Or the Italian restaurant? OK! Let's do a bar. What time? How about noon? Sorry, I'm busy. How about 3 pm? Sure! See you n!	[[27, 29], [31, 31], [82, 83], [49, 50]]
Hey. Do you want to see a movie on Friday? Ok. Where do you want to go? I don't know. How about Daan Park? Or Xinyi? Sure! Let's do Daan Park. When should we meet? 4 am? Sorry, I can't. You free 11 am? OK! See you there!	[[7, 9], [11, 11], [66, 67], [30, 32]]
Sup! Sup. Let's go rafting on Thursday? Sounds good. When should we meet? How about 3 pm? Great. Where should we meet? How about the Italian restaurant? Sure. See you on Thursday!	[[10, 13], [15, 15], [27, 28], [39, 41]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go to a party on Thursday? Great. When should we meet? How about 6 am? Sorry, I can't. Are you free at noon? Great. Where should we meet? I don't know. How about my place or the zoo? Great. Let's do the zoo. Sure! See you on Thursday!	[[26, 29], [31, 31], [56, 56], [76, 77]]
Hey! You free on Friday? Sorry, I'll be out of town. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. You free on Monday? Yes. Would you want to see a game? Sounds good. Where? How about Xinyi? Sure. See you on Monday!	[[14, 16], [6, 6], [0, 0], [25, 27]]
Yo, what's up? Nothing much. Let's go surfing on Thursday? I can't. How about on Monday? Sounds good. When should we meet? 6 am? Sounds good. See you there!	[[14, 15], [27, 27], [37, 38], [0, 0]]
Hey. Let's go swimming tomorrow? OK! Where should we go? How about Xinyi? Ok. When? Let's do 10 pm? Sorry, I'm busy. Are you free at 7 pm? Sure. See you then!	[[6, 7], [8, 8], [45, 46], [19, 21]]
Yo, what's up? Nothing much. Are you free on Saturday? Yes. Would you want to go to a party? Great. Where? How about a club? Ok. See you then!	[[23, 26], [15, 15], [0, 0], [34, 35]]
Yo, what's up? Nothing much. Do you want to go ice skating tomorrow? Ok. When should we meet? How about noon? Sorry, I'm busy. How about 2 pm? Ok. Where do you want to go? I don't know. How about a club or your place? Ok. Let's do your place. Sure! See you tomorrow!	[[15, 17], [18, 18], [40, 41], [63, 64]]
Yo, what's up? Nothing much. You free on Friday? Yes. Would you want to grab coffee? Sure! Where do you want to go? How about a bar? Great. See you there!	[[22, 23], [14, 14], [0, 0], [36, 37]]
Yo, what's up? Nothing much. You free on Tuesday? Yes. Let's go somewhere? Sounds good. Where do you want to go? How about the train station? OK! See you there!	[[21, 22], [14, 14], [0, 0], [36, 38]]
Yo, what's up? Nothing much. Are you free on Wednesday? Sorry, I'll be out of town. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Let's see a game on Sunday? Great. What time should we meet? Let's do 7 pm? Ok. Where? How about the zoo? OK! See you there!	[[6, 8], [10, 10], [24, 25], [33, 34]]
Sup! Sup. You free on Tuesday? Yes. Let's go swimming? OK! Where do you want to go? How about your place? Sure. See you on Tuesday!	[[17, 18], [10, 10], [0, 0], [31, 32]]
